uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0930917S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE PRE-SAINT-GERVAIS,COLLEGE PRIVE,PRIVE,356,0,128.4
0931204D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE BLANC-MESNIL,COLLEGE,PUBLIC,725,1,74.5
0931428X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,EPINAY-SUR-SEINE,COLLEGE,PUBLIC,705,0,77.7
0931376R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,DUGNY,COLLEGE,PUBLIC,666,0,87.4
0931200Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,DRANCY,COLLEGE,PUBLIC,716,1,75.6
0930907F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,DRANCY,COLLEGE PRIVE,PRIVE,367,0,116.9
0930616P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,CLICHY-SOUS-BOIS,COLLEGE,PUBLIC,665,0,74.6
0931788N,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,COLLEGE,PUBLIC,541,1,82.1
0931612X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,COLLEGE,PUBLIC,524,0,69.8
0930933J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,LYCEE POLYVALENT PRIVE,PRIVE,11,0,121.7
0930906E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,COLLEGE PRIVE,PRIVE,472,0,118.2
0931196V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BOBIGNY,COLLEGE,PUBLIC,578,1,79.3
0931220W,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BAGNOLET,COLLEGE,PUBLIC,507,1,83.7
0931022F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BAGNOLET,COLLEGE PRIVE,PRIVE,550,0,103.0
0931189M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE,PUBLIC,613,0,102.5
0932122B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,LYCEE POLYVALENT,PUBLIC,21,0,70.8
0931709C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,COLLEGE,PUBLIC,466,0,72.0
0931184G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,COLLEGE,PUBLIC,690,0,74.9
0771333F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VILLEPARISIS,COLLEGE,PUBLIC,620,0,99.6
0770057U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VILLENEUVE-SUR-BELLOT,COLLEGE,PUBLIC,437,0,102.1
0770945J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VARENNES-SUR-SEINE,LP LYCEE DES METIERS,PUBLIC,24,0,94.5
0771472G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,THORIGNY-SUR-MARNE,COLLEGE,PUBLIC,712,0,113.1
0772737G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SOURDUN,LYCEE GENERAL,PUBLIC,198,0,97.0
0770048J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SOUPPES-SUR-LOING,COLLEGE,PUBLIC,328,0,91.0
0772574E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAINT-PIERRE-LES-NEMOURS,COLLEGE,PUBLIC,373,0,107.9
0771218F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAINT-PIERRE-LES-NEMOURS,COLLEGE PRIVE,PRIVE,411,0,118.1
0771615M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SAINT-MARD,COLLEGE,PUBLIC,448,0,105.4
0772481D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PROVINS,COLLEGE,PUBLIC,346,1,87.4
0771515D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PROVINS,COLLEGE,PUBLIC,604,0,99.5
0771336J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PROVINS,LPO LYCEE DES METIERS,PUBLIC,23,0,96.8
0772293Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,OZOIR-LA-FERRIERE,COLLEGE,PUBLIC,463,0,109.3
0771621U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NEMOURS,COLLEGE,PUBLIC,437,1,91.7
0770040A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NANGIS,COLLEGE,PUBLIC,681,0,89.0
0772126T,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NANDY,COLLEGE,PUBLIC,411,0,100.9
0770934X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MELUN,LPO LYCEE DES METIERS,PUBLIC,21,0,88.1
0771921V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MEAUX,COLLEGE PRIVE,PRIVE,1344,0,129.5
0771880A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MEAUX,LYCEE PROFESSIONNEL,PUBLIC,24,0,86.5
0771173G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MEAUX,COLLEGE,PUBLIC,604,0,97.5
0772713F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MAGNY-LE-HONGRE,COLLEGE,PUBLIC,728,0,132.7
0772125S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LOGNES,COLLEGE,PUBLIC,438,0,94.0
0771992X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LOGNES,COLLEGE,PUBLIC,561,0,102.3
0771421B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LESIGNY,COLLEGE,PUBLIC,810,0,121.6
0771918S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LAGNY-SUR-MARNE,COLLEGE PRIVE,PRIVE,1219,0,129.8
0772119K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,EMERAINVILLE,COLLEGE,PUBLIC,366,0,114.8
0771476L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,DAMMARIE-LES-LYS,COLLEGE,PUBLIC,579,1,92.1
0772246Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CROUY-SUR-OURCQ,COLLEGE,PUBLIC,314,0,106.4
0771667U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CRECY-LA-CHAPELLE,COLLEGE,PUBLIC,594,0,119.0
0772396L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COURTRY,COLLEGE,PUBLIC,583,0,117.5
0771760V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COULOMMIERS,COLLEGE,PUBLIC,507,0,93.2
0771959L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COMBS-LA-VILLE,COLLEGE,PUBLIC,556,0,107.6
0771475K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COMBS-LA-VILLE,COLLEGE,PUBLIC,712,0,101.9
0770010T,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHATEAU-LANDON,COLLEGE,PUBLIC,339,0,105.0
0770920G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMPAGNE-SUR-SEINE,LPO LYCEE DES METIERS,PUBLIC,42,0,100.7
0772588V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BUSSY-SAINT-GEORGES,COLLEGE,PUBLIC,494,0,130.7
0772226B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BUSSY-SAINT-GEORGES,COLLEGE,PUBLIC,612,0,125.9
0770003K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,BRAY-SUR-SEINE,COLLEGE,PUBLIC,574,0,99.4
0783325R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,LYCEE POLYVALENT PRIVE,PRIVE,11,0,111.3
0781298M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,COLLEGE,PUBLIC,348,0,102.8
0781106D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,COLLEGE,PUBLIC,574,0,141.9
0780580G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERSAILLES,COLLEGE,PUBLIC,624,0,140.9
0781537X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VERNEUIL-SUR-SEINE,COLLEGE PRIVE LES OISEAUX,PRIVE,1006,0,146.9
0780265P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,VELIZY-VILLACOUBLAY,COLLEGE,PUBLIC,610,0,128.0
0780273Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,TRAPPES,LPO LYCEE DES METIERS,PUBLIC,15,0,81.8
0780187E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,TRAPPES,COLLEGE,PUBLIC,525,0,78.7
0783463R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SARTROUVILLE,COLLEGE,PUBLIC,539,1,96.0
0780579F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SARTROUVILLE,COLLEGE,PUBLIC,472,0,114.0
0781589D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,SAINT-GERMAIN-EN-LAYE,COLLEGE PRIVE,PRIVE,771,0,150.9
0780256E,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,RAMBOUILLET,COLLEGE,PUBLIC,675,0,127.6
0783358B,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,POISSY,COLLEGE,PUBLIC,930,0,105.6
0781983G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,POISSY,LP LYCEE DES METIERS,PUBLIC,43,0,87.0
0781864C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,ORGERUS,COLLEGE,PUBLIC,654,0,130.8
0783592F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MONTIGNY-LE-BRETONNEUX,COLLEGE PRIVE,PRIVE,99,0,119.1
0781600R,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MONTFORT-L'AMAURY,COLLEGE PRIVE,PRIVE,652,0,142.3
0780419G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAUREPAS,COLLEGE,PUBLIC,641,0,108.8
0780709X,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAULE,COLLEGE,PUBLIC,757,0,130.9
0780116C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-VILLE,COLLEGE,PUBLIC,609,1,83.9
0781896M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MANTES-LA-JOLIE,COLLEGE,PUBLIC,318,0,76.0
0783156G,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,MAISONS-LAFFITTE,COLLEGE,PUBLIC,606,0,134.1
0783251K,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LES CLAYES-SOUS-BOIS,COLLEGE,PUBLIC,494,0,113.6
0783215W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,LE PECQ,COLLEGE,PUBLIC,336,0,105.1
0780254C,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,HOUDAN,COLLEGE,PUBLIC,771,0,126.3
0780656P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,EPONE,COLLEGE,PUBLIC,623,0,117.1
0781985J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CONFLANS-SAINTE-HONORINE,COLLEGE,PUBLIC,470,0,112.8
0780050F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CONFLANS-SAINTE-HONORINE,COLLEGE,PUBLIC,743,0,120.1
0781108F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,CHANTELOUP-LES-VIGNES,COLLEGE,PUBLIC,286,0,79.8
0783301P,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,BOUGIVAL,COLLEGE PRIVE,PRIVE,384,0,145.9
0780002D,2019-01-01,ILE-DE-FRANCE,VERSAILLES,YVELINES,ANDRESY,COLLEGE,PUBLIC,783,0,130.8
0951090U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,VILLIERS-LE-BEL,LPO LYCEE DES METIERS,PUBLIC,16,0,72.1
0950796Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,VILLIERS-LE-BEL,COLLEGE PRIVE,PRIVE,704,0,103.4
0951705M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,VAUREAL,COLLEGE,PUBLIC,584,0,112.1
0951682M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,COLLEGE PRIVE,PRIVE,119,0,111.4
0950900M,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SARCELLES,COLLEGE,PUBLIC,364,1,68.0
0952136F,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SANNOIS,COLLEGE PRIVE,PRIVE,109,0,90.7
0950805J,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SANNOIS,LYCEE PROFESSIONNEL PRIVE,PRIVE,24,0,90.0
0950037Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,SAINT-GRATIEN,COLLEGE,PUBLIC,368,0,86.9
0951506W,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,PONTOISE,COLLEGE PRIVE,PRIVE,699,0,138.7
0952010U,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MONTMAGNY,COLLEGE PRIVE,PRIVE,53,0,122.7
0951141Z,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,MONTMAGNY,COLLEGE,PUBLIC,642,0,95.1
0951232Y,2019-01-01,ILE-DE-FRANCE,VERSAILLES,VAL-D'OISE,LE PLESSIS-BOUCHARD,COLLEGE,PUBLIC,449,0,122.8
0771422C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,AVON,COLLEGE,PUBLIC,469,0,100.0
0772090D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMPS-SUR-MARNE,COLLEGE,PUBLIC,372,0,98.8
0772330P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CHAMPS-SUR-MARNE,COLLEGE,PUBLIC,547,0,108.9
0770014X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,CLAYE-SOUILLY,COLLEGE,PUBLIC,518,0,113.3
0771233X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,COULOMMIERS,COLLEGE PRIVE,PRIVE,217,0,112.9
0771361L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,ESBLY,COLLEGE,PUBLIC,704,0,121.2
0770928R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,FONTAINEBLEAU,COLLEGE,PUBLIC,885,0,136.3
0772227C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,FONTENAY-TRESIGNY,COLLEGE,PUBLIC,468,0,110.0
0770027L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LAGNY-SUR-MARNE,COLLEGE,PUBLIC,450,0,104.1
0772128V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LIEUSAINT,COLLEGE,PUBLIC,448,0,96.4
0772429X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LIEUSAINT,COLLEGE,PUBLIC,380,0,110.0
0771362M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,LIZY-SUR-OURCQ,COLLEGE,PUBLIC,483,0,94.4
0771070V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MELUN,COLLEGE,PUBLIC,342,1,77.3
0771339M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MELUN,COLLEGE,PUBLIC,682,1,76.2
0771331D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MITRY-MORY,COLLEGE,PUBLIC,622,0,86.8
0772573D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MITRY-MORY,COLLEGE,PUBLIC,729,0,103.1
0771174H,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,MONTEREAU-FAULT-YONNE,COLLEGE,PUBLIC,568,0,95.1
0771841H,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NOISIEL,COLLEGE,PUBLIC,453,1,92.3
0771941S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,NOISIEL,LYCEE POLYVALENT,PUBLIC,18,0,100.4
0771175J,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PONTAULT-COMBAULT,COLLEGE,PUBLIC,769,0,109.0
0772331R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PONTAULT-COMBAULT,COLLEGE,PUBLIC,512,0,112.7
0771176K,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,PROVINS,COLLEGE,PUBLIC,457,1,81.9
0772589W,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,SERRIS,COLLEGE,PUBLIC,537,0,114.7
0770944H,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,THORIGNY-SUR-MARNE,LYCEE PROFESSIONNEL,PUBLIC,14,0,88.1
0772482E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,TORCY,COLLEGE,PUBLIC,394,0,114.6
0772342C,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,TOURNAN-EN-BRIE,LYCEE POLYVALENT,PUBLIC,24,0,109.2
0771177L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VAIRES-SUR-MARNE,COLLEGE,PUBLIC,759,0,104.8
0770053P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VARENNES-SUR-SEINE,COLLEGE,PUBLIC,535,0,96.9
0771619S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VERNEUIL-L'ETANG,COLLEGE,PUBLIC,556,0,115.5
0771365R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VERT-SAINT-DENIS,COLLEGE,PUBLIC,860,0,114.8
0772868Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-ET-MARNE,VILLEPARISIS,COLLEGE,PUBLIC,207,0,108.2
0931185H,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,COLLEGE,PUBLIC,741,1,76.7
0932043R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AUBERVILLIERS,COLLEGE PRIVE,PRIVE,211,0,105.8
0930846P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,LYCEE PROFESSIONNEL,PUBLIC,25,0,79.1
0931379U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE,PUBLIC,672,0,76.2
0931843Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,AULNAY-SOUS-BOIS,COLLEGE PRIVE,PRIVE,821,0,124.2
0931195U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BOBIGNY,COLLEGE,PUBLIC,611,1,80.3
0931844Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BOBIGNY,COLLEGE PRIVE,PRIVE,353,0,98.1
0931005M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,COLLEGE,PUBLIC,582,0,87.5
0931860S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,BONDY,COLLEGE,PUBLIC,524,1,83.5
0931221X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,CLICHY-SOUS-BOIS,COLLEGE,PUBLIC,717,0,71.6
0931148T,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LA COURNEUVE,COLLEGE,PUBLIC,707,0,74.5
0931188L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LA COURNEUVE,COLLEGE,PUBLIC,751,0,77.4
0930884F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE BLANC-MESNIL,COLLEGE,PUBLIC,739,0,91.2
0932302X,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LE RAINCY,COLLEGE PRIVE,PRIVE,97,0,141.4
0930089S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LES PAVILLONS-SOUS-BOIS,COLLEGE,PUBLIC,599,0,90.8
0931765N,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,L'ILE-SAINT-DENIS,COLLEGE,PUBLIC,381,1,77.9
0931546A,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTFERMEIL,COLLEGE,PUBLIC,697,1,88.8
0931151W,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,542,1,88.9
0931211L,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,453,1,96.8
0931212M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,439,0,75.3
0931448U,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,495,0,107.8
0931712F,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,COLLEGE,PUBLIC,499,0,108.6
0930894S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NEUILLY-SUR-MARNE,COLLEGE,PUBLIC,741,0,91.9
0931228E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NEUILLY-SUR-MARNE,COLLEGE,PUBLIC,444,0,103.3
0930883E,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,COLLEGE,PUBLIC,685,0,110.3
0931978V,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,COLLEGE,PUBLIC,522,1,86.1
0931883S,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-SEC,COLLEGE,PUBLIC,347,0,84.8
0931764M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,COLLEGE PRIVE,PRIVE,35,0,124.5
0930586G,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,ROSNY-SOUS-BOIS,COLLEGE,PUBLIC,595,0,92.6
0930593P,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,ROSNY-SOUS-BOIS,COLLEGE,PUBLIC,729,0,96.6
0932273R,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,COLLEGE,PUBLIC,506,0,78.3
0932582B,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,COLLEGE,PUBLIC,595,1,78.0
0931143M,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-OUEN,COLLEGE,PUBLIC,765,1,86.6
0931190N,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SEVRAN,COLLEGE,PUBLIC,681,0,68.9
0931227D,2019-01-01,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEMOMBLE,COLLEGE,PUBLIC,674,0,110.2
0941022A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ALFORTVILLE,COLLEGE,PUBLIC,632,1,92.0
0941971G,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ARCUEIL,COLLEGE,PUBLIC,754,0,101.8
0940892J,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BOISSY-SAINT-LEGER,COLLEGE PRIVE,PRIVE,208,0,101.0
0940171A,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BONNEUIL-SUR-MARNE,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,32,0,
0940786U,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,COLLEGE,PUBLIC,562,1,82.2
0941951K,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,LYCEE POLYVALENT,PUBLIC,22,0,92.0
0940787V,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHENNEVIERES-SUR-MARNE,COLLEGE,PUBLIC,401,1,84.7
0941348E,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHENNEVIERES-SUR-MARNE,COLLEGE,PUBLIC,546,0,106.3
0940003T,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,COLLEGE,PUBLIC,399,1,73.0
0940031Y,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,COLLEGE,PUBLIC,485,0,106.1
0941090Z,2019-01-01,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FONTENAY-SOUS-BOIS,COLLEGE,PUBLIC,546,0,129.2
