,rentree_scolaire,region_academique,academie,departement,code_postal,commune,uai,denomination_principale,patronyme,secteur,nombre_d_eleves
7426,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13013,MARSEILLE,0132733A,LYCEE POLYVALENT,ANTONIN ARTAUD,PUBLIC,946
7427,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13014,MARSEILLE,0131327X,LYCEE GENERAL PRIVE,TOUR SAINTE (DE),PRIVE,134
7428,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13015,MARSEILLE,0134101M,LYCEE POLYVALENT PRIVE,ST LOUIS,PRIVE,24
7429,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13015,MARSEILLE,0134107U,LYCEE GENERAL PRIVEE,IBN KHALDOUN,PRIVE,48
7430,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13080,AIX-EN-PROVENCE,0133525L,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES DUBY,PUBLIC,1517
7431,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13090,AIX-EN-PROVENCE,0133425C,LYCEE DES METIERS PRIVE,CELONY,PRIVE,169
7432,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13097,AIX-EN-PROVENCE,0131319N,LYCEE GENERAL PRIVE,NATIVITE (LA),PRIVE,856
7433,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13100,AIX-EN-PROVENCE,0131320P,LYCEE GENERAL PRIVE,STE CATHERINE DE SIENNE,PRIVE,201
7434,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13100,AIX-EN-PROVENCE,0131862D,LYCEE GEN.ET TECHNOL.PRIVE,SACRE COEUR (LE),PRIVE,936
7435,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13100,AIX-EN-PROVENCE,0133395V,LYCEE POLYVALENT PRIVE,STE MARIE,PRIVE,111
7436,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13120,GARDANNE,0133244F,LYCEE POLYVALENT,MARIE MADELEINE FOURCADE,PUBLIC,1583
7437,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13127,VITROLLES,0133288D,LYCEE POLYVALENT,JEAN MONNET,PUBLIC,896
7438,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13127,VITROLLES,0133424B,LYCEE DES METIERS PRIVE,CAUCADIS,PRIVE,89
7439,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13141,MIRAMAS,0133195C,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN COCTEAU,PUBLIC,826
7440,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13158,TARASCON,0130164H,LYCEE GENERAL ET TECHNOLOGIQUE,ALPHONSE DAUDET,PUBLIC,820
7441,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13160,CHATEAURENARD,0134252B,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN D'ORMESSON,PUBLIC,1010
7442,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13180,GIGNAC-LA-NERTHE,0133314G,LYCEE GEN.ET TECHNOL.PRIVE,ST LOUIS - STE MARIE,PRIVE,812
7443,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13181,AIX-EN-PROVENCE,0130001F,LYCEE POLYVALENT,EMILE ZOLA,PUBLIC,1580
7444,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13181,AIX-EN-PROVENCE,0130002G,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL CEZANNE,PUBLIC,1529
7445,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13190,ALLAUCH,0134253C,LYCEE GENERAL ET TECHNOLOGIQUE,MONTE-CRISTO,PUBLIC,783
7446,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13200,ARLES,0130011S,LT LYCEE DES METIERS,PASQUET,PUBLIC,975
7447,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13202,MARSEILLE,0130050J,LPO LYCEE DES METIERS,DENIS DIDEROT,PUBLIC,786
7448,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13230,PORT-SAINT-LOUIS-DU-RHONE,0132280H,LYCEE POLYVALENT PRIVE,HENRI LEROY,PRIVE,131
7449,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13232,MARSEILLE,0130039X,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT CHARLES,PUBLIC,1238
7450,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13232,MARSEILLE,0130040Y,LYCEE GENERAL ET TECHNOLOGIQUE,THIERS,PUBLIC,834
7451,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13248,MARSEILLE,0131339K,LYCEE GEN.ET TECHNOL.PRIVE,ST JOSEPH DE LA MADELEINE,PRIVE,395
7452,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13253,MARSEILLE,0131333D,LYCEE GENERAL PRIVE,NOTRE DAME DE FRANCE,PRIVE,365
7453,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13265,MARSEILLE,0130038W,LYCEE GENERAL ET TECHNOLOGIQUE,MARSEILLEVEYRE,PUBLIC,1087
7454,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13266,MARSEILLE,0132974M,LPO LYCEE DES METIERS,LYCEE REGIONAL HOTELIER JEAN-P,PUBLIC,128
7455,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13291,MARSEILLE,0130042A,LYCEE GENERAL ET TECHNOLOGIQUE,MONTGRAND,PUBLIC,775
7456,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13295,MARSEILLE,0130036U,LYCEE GENERAL ET TECHNOLOGIQUE,PERIER,PUBLIC,909
7457,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13300,SALON-DE-PROVENCE,0130160D,LYCEE GENERAL ET TECHNOLOGIQUE,EMPERI (L'),PUBLIC,1200
7458,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13300,SALON-DE-PROVENCE,0130161E,LYCEE POLYVALENT,ADAM DE CRAPONNE,PUBLIC,1415
7459,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13300,SALON-DE-PROVENCE,0131360H,LYCEE GENERAL PRIVE,VIALA LACOSTE,PRIVE,644
7460,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13310,SAINT-MARTIN-DE-CRAU,0134004G,LYCEE GEN.ET TECHNOL.PRIVE,SAINT CHARLES,PRIVE,208
7461,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13314,MARSEILLE,0133931C,LYCEE GENERAL PRIVE,NOTRE DAME DE LA VISTE,PRIVE,162
7462,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13326,MARSEILLE,0130048G,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT EXUPERY,PUBLIC,1478
7463,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13384,MARSEILLE,0134155W,LYCEE POLYVALENT,SIMONE VEIL,PUBLIC,742
7464,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13388,MARSEILLE,0131348V,LYCEE GENERAL PRIVE,SEVIGNE,PRIVE,433
7465,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13392,MARSEILLE,0130051K,LYCEE TECHNOLOGIQUE,MARIE CURIE,PUBLIC,726
7466,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13392,MARSEILLE,0131342N,LYCEE GENERAL PRIVE,ST CHARLES CAMAS,PRIVE,197
7467,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13395,MARSEILLE,0130037V,LYCEE GENERAL ET TECHNOLOGIQUE,MARCEL PAGNOL,PUBLIC,626
7468,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13395,MARSEILLE,0130053M,LYCEE POLYVALENT,JEAN PERRIN,PUBLIC,969
7469,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13396,MARSEILLE,0131436R,LYCEE POLYVALENT PRIVE,MODELE ELECTRONIQUE,PRIVE,22
7470,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13400,AUBAGNE,0131549N,LYCEE GENERAL ET TECHNOLOGIQUE,FREDERIC JOLIOT-CURIE,PUBLIC,1665
7471,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13400,AUBAGNE,0132810J,LYCEE GEN.ET TECHNOL.PRIVE,STE MARIE,PRIVE,357
7472,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13420,GEMENOS,0133822J,LYCEE GENERAL PRIVE,SAINT JEAN DE GARGUIER,PRIVE,455
7473,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13600,LA CIOTAT,0131747D,LYCEE POLYVALENT,AUGUSTE ET LOUIS LUMIERE,PUBLIC,894
7474,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13600,LA CIOTAT,0133406G,LYCEE POLYVALENT,MEDITERRANEE (DE LA ),PUBLIC,850
7475,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13625,AIX-EN-PROVENCE,0130003H,LYCEE POLYVALENT,VAUVENARGUES,PUBLIC,1267
7476,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13626,AIX-EN-PROVENCE,0131391S,LYCEE POLYVALENT PRIVE LYCEE D,ST ELOI,PRIVE,189
7477,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13646,ARLES,0130010R,LYCEE POLYVALENT,MONTMAJOUR,PUBLIC,662
7478,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13691,MARTIGUES,0130143K,LYCEE POLYVALENT,PAUL LANGEVIN,PUBLIC,1175
7479,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13693,MARTIGUES,0132210G,LPO LYCEE DES METIERS,LYCEE POLYVALENT JEAN LURCAT,PUBLIC,828
7480,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13700,MARIGNANE,0132410Z,LYCEE POLYVALENT,MAURICE GENEVOIX,PUBLIC,996
7481,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13741,VITROLLES,0133015G,LPO LYCEE DES METIERS,PIERRE MENDES FRANCE,PUBLIC,1070
7482,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,BOUCHES-DU-RHONE,13808,ISTRES,0132495S,LYCEE GENERAL ET TECHNOLOGIQUE,ARTHUR RIMBAUD,PUBLIC,1194
7483,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,5000,GAP,0050035L,LYCEE GENERAL PRIVE,ST JOSEPH,PRIVE,276
7484,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,5007,GAP,0050007F,LYCEE GENERAL ET TECHNOLOGIQUE,ARISTIDE BRIAND,PUBLIC,1000
7485,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,5010,GAP,0050006E,LYCEE GENERAL ET TECHNOLOGIQUE,DOMINIQUE VILLARS,PUBLIC,636
7486,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,5105,BRIANCON,0050003B,LYCEE POLYVALENT,D ALTITUDE,PUBLIC,650
7487,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,HAUTES-ALPES,5202,EMBRUN,0050004C,LYCEE CLIMATIQUE,HONORE ROMANE,PUBLIC,438
7488,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84000,AVIGNON,0840003X,LYCEE GENERAL,FREDERIC MISTRAL,PUBLIC,1002
7489,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84000,AVIGNON,0840072X,LYCEE GEN.ET TECHNOL.PRIVE,ST JOSEPH,PRIVE,1001
7490,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84004,AVIGNON,0840935K,LYCEE POLYVALENT,RENE CHAR,PUBLIC,997
7491,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84008,AVIGNON,0840940R,LYCEE DES METIERS PRIVE,ST JEAN BAPTISTE DE LA SALLE,PRIVE,288
7492,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84011,AVIGNON,0840059H,LYCEE GEN.ET TECHNOL.PRIVE,LOUIS PASTEUR,PRIVE,807
7493,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84082,AVIGNON,0840005Z,LYCEE POLYVALENT,PHILIPPE DE GIRARD,PUBLIC,515
7494,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84100,ORANGE,0840075A,LYCEE GENERAL PRIVE,ST LOUIS,PRIVE,373
7495,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84101,ORANGE,0840026X,LYCEE GENERAL ET TECHNOLOGIQUE,ARC (DE L'),PUBLIC,1146
7496,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84110,VAISON-LA-ROMAINE,0841117H,LYCEE GENERAL ET TECHNOLOGIQUE,STEPHANE HESSEL,PUBLIC,363
7497,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84123,PERTUIS,0840918S,LYCEE POLYVALENT,VAL DE DURANCE,PUBLIC,1051
7498,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84205,CARPENTRAS,0840078D,LYCEE GENERAL PRIVE,MARIE PILA,PRIVE,571
7499,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84208,CARPENTRAS,0840015K,LYCEE POLYVALENT,JEAN HENRI FABRE,PUBLIC,816
7500,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84208,CARPENTRAS,0840016L,LPO LYCEE DES METIERS,VICTOR HUGO,PUBLIC,951
7501,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84300,CAVAILLON,0840017M,LYCEE GENERAL ET TECHNOLOGIQUE,ISMAEL DAUPHIN,PUBLIC,1120
7502,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84405,APT,0840001V,LYCEE POLYVALENT,CHARLES DE GAULLE (PLACE),PUBLIC,502
7503,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84500,BOLLENE,0841093G,LYCEE GENERAL ET TECHNOLOGIQUE,LUCIE AUBRAC,PUBLIC,643
7504,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84600,VALREAS,0841158C,LYCEE GENERAL PRIVE,SAINT JEAN LE BAPTISTE,PRIVE,90
7505,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84801,L'ISLE-SUR-LA-SORGUE,0840021S,LPO LYCEE DES METIERS,ALPHONSE BENOIT,PUBLIC,819
7506,2022,PROVENCE-ALPES-COTE D'AZUR,AIX-MARSEILLE,VAUCLUSE,84918,AVIGNON,0840004Y,LYCEE GENERAL ET TECHNOLOGIQUE,THEODORE AUBANEL,PUBLIC,1179
7507,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6000,NICE,0060029Z,LYCEE GENERAL ET TECHNOLOGIQUE,PARC IMPERIAL,PUBLIC,1570
7508,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6000,NICE,0060031B,LYCEE GENERAL ET TECHNOLOGIQUE,ALBERT CALMETTE,PUBLIC,1294
7509,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6000,NICE,0060677D,LYCEE GEN.ET TECHNOL.PRIVE,SASSERNO,PRIVE,581
7510,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6000,NICE,0062256V,LYCEE GENERAL PRIVE,OR TORAH,PRIVE,75
7511,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6008,NICE,0060729K,LYCEE GENERAL PRIVE,STANISLAS,PRIVE,389
7512,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6046,NICE,0060773H,LYCEE GEN.ET TECHNOL.PRIVE,DON BOSCO,PRIVE,414
7513,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6050,NICE,0060030A,LYCEE GENERAL,MASSENA,PUBLIC,902
7514,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6050,NICE,0060033D,LYCEE POLYVALENT,HONORE D'ESTIENNE D'ORVES,PUBLIC,1508
7515,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6100,NICE,0062147B,LYCEE GENERAL PRIVE,SAINT BARTHELEMY,PRIVE,289
7516,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6130,GRASSE,0060020P,LYCEE GENERAL ET TECHNOLOGIQUE,AMIRAL DE GRASSE,PUBLIC,1038
7517,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6130,GRASSE,0060674A,LYCEE GEN.ET TECHNOL.PRIVE,FENELON,PRIVE,595
7518,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6131,GRASSE,0061760F,LYCEE GENERAL ET TECHNOLOGIQUE,ALEXIS DE TOCQUEVILLE,PUBLIC,959
7519,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6140,VENCE,0061884R,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI MATISSE,PUBLIC,1052
7520,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6190,ROQUEBRUNE-CAP-MARTIN,0060750H,LYCEE POLYVALENT PRIVE,INSTITUTION ST JOSEPH CARNOLES,PRIVE,510
7521,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6200,NICE,0060034E,LPO LYCEE DES METIERS,HOTELIER TOURISME-PAUL AUGIER,PUBLIC,194
7522,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6200,NICE,0061691F,LGT LYCEE DES METIERS,THIERRY MAULNIER,PUBLIC,1427
7523,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6200,NICE,0061852F,LYCEE TECHNOLOGIQUE PRIVE,LA PROVIDENCE,PRIVE,146
7524,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6206,NICE,0060075Z,LYCEE GENERAL ET TECHNOLOGIQUE,LES EUCALYPTUS,PUBLIC,679
7525,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6206,NICE,0060082G,LP LYCEE DES METIERS,LES EUCALYPTUS,PUBLIC,6
7526,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6300,NICE,0060774J,LYCEE POLYVALENT PRIVE,SAINT JOSEPH,PRIVE,277
7527,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6300,NICE,0061763J,LYCEE GENERAL ET TECHNOLOGIQUE,GUILLAUME APOLLINAIRE,PUBLIC,1142
7528,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6340,DRAP,0062089N,LYCEE GENERAL ET TECHNOLOGIQUE,RENE GOSCINNY,PUBLIC,797
7529,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6400,CANNES,0060014H,LYCEE GENERAL ET TECHNOLOGIQUE,JULES FERRY,PUBLIC,873
7530,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6400,CANNES,0060015J,LP LYCEE DES METIERS,LES COTEAUX,PUBLIC,17
7531,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6400,CANNES,0060670W,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE MARIE,PRIVE,322
7532,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6400,CANNES,0060735S,LYCEE TECHNOLOGIQUE PRIVE,LES FAUVETTES,PRIVE,92
7533,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6414,CANNES,0060011E,LYCEE GENERAL,CARNOT,PUBLIC,1254
7534,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6414,CANNES,0060013G,LYCEE GENERAL ET TECHNOLOGIQUE,BRISTOL,PUBLIC,896
7535,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6414,CANNES,0060673Z,LYCEE GEN.ET TECHNOL.PRIVE,STANISLAS,PRIVE,628
7536,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6420,VALDEBLORE,0061987C,LYCEE POLYVALENT,DE LA MONTAGNE,PUBLIC,251
7537,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6500,MENTON,0060026W,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE ET MARIE CURIE,PUBLIC,875
7538,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6560,VALBONNE,0061642C,LYCEE GENERAL ET TECHNOLOGIQUE,INTERNATIONAL,PUBLIC,1139
7539,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6560,VALBONNE,0062015H,LYCEE GENERAL ET TECHNOLOGIQUE,SIMONE VEIL,PUBLIC,994
7540,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6600,ANTIBES,0060668U,LYCEE GENERAL PRIVE,MONT SAINT JEAN,PRIVE,506
7541,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6605,ANTIBES,0060001U,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES AUDIBERTI,PUBLIC,1247
7542,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6633,ANTIBES,0061478Z,LPO LYCEE DES METIERS,LEONARD DE VINCI,PUBLIC,520
7543,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,ALPES-MARITIMES,6802,CAGNES-SUR-MER,0060009C,LYCEE GENERAL ET TECHNOLOGIQUE,AUGUSTE RENOIR,PUBLIC,1610
7544,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83000,TOULON,0830099G,LYCEE GENERAL PRIVE,FENELON,PRIVE,514
7545,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83000,TOULON,0831207L,LYCEE TECHNOLOGIQUE PRIVE,MARIE FRANCE,PRIVE,73
7546,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83055,TOULON,0830100H,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME,PRIVE,311
7547,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83056,TOULON,0830053G,LYCEE GENERAL ET TECHNOLOGIQUE,DUMONT D URVILLE,PUBLIC,1409
7548,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83070,TOULON,0831616F,LYCEE POLYVALENT,ROUVIERE,PUBLIC,880
7549,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83097,TOULON,0831243A,LYCEE GENERAL ET TECHNOLOGIQUE,BONAPARTE,PUBLIC,1449
7550,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83098,TOULON,0831453D,LPO LYCEE DES METIERS,REGIONAL ANNE-SOPHIE PIC,PUBLIC,87
7551,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83100,TOULON,0830059N,LP LYCEE DES METIERS,PARC SAINT JEAN,PUBLIC,66
7552,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83170,BRIGNOLES,0830007G,LYCEE POLYVALENT,RAYNOUARD,PUBLIC,1393
7553,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83170,BRIGNOLES,0831444U,LYCEE POLYVALENT PRIVE,SAINTE JEANNE D ARC,PRIVE,275
7554,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83190,OLLIOULES,0830098F,LYCEE GEN.ET TECHNOL.PRIVE,EXTERNAT SAINT JOSEPH LA CORDE,PRIVE,417
7555,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83300,DRAGUIGNAN,0830015R,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MOULIN,PUBLIC,1356
7556,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83408,HYERES,0831563Y,LYCEE POLYVALENT,COSTEBELLE,PUBLIC,1125
7557,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83409,HYERES,0830101J,LPO PRIVE LYCEE DES METIERS,MAINTENON,PRIVE,517
7558,2022,PROVENCE-ALPES-COTE D'AZUR,NICE,VAR,83412,HYERES,0830025B,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN AICARD,PUBLIC,1343
