uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0121257B,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,DECAZEVILLE,COLLEGE PRIVE,PRIVE,154,0,101.6
0121176N,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,ESPALION,COLLEGE,PUBLIC,340,0,105.6
0120090H,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,LA FOUILLADE,COLLEGE PRIVE,PRIVE,93,0,96.2
0120105Z,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,MILLAU,LYCEE PROFESSIONNEL PRIVE,PRIVE,25,0,92.0
0120016C,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,MUR-DE-BARREZ,COLLEGE,PUBLIC,122,0,104.4
0121273U,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,ONET-LE-CHATEAU,COLLEGE,PUBLIC,448,0,103.9
0120068J,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,REQUISTA,COLLEGE PRIVE,PRIVE,82,0,96.4
0120020G,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,RIEUPEYROUX,COLLEGE,PUBLIC,142,0,102.5
0120070L,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,RIGNAC,COLLEGE PRIVE,PRIVE,166,0,105.8
0121133S,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,RODEZ,COLLEGE,PUBLIC,473,0,97.6
0120077U,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,SALLES-CURAN,COLLEGE PRIVE,PRIVE,110,0,100.1
0121213D,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,VILLEFRANCHE-DE-ROUERGUE,COLLEGE,PUBLIC,696,0,98.1
0121255Z,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,VILLEFRANCHE-DE-ROUERGUE,COLLEGE PRIVE,PRIVE,311,0,105.3
0320067Z,2020-01-01,OCCITANIE,TOULOUSE,GERS,AUCH,LPO LYCEE DES METIERS,PUBLIC,24,0,111.4
0320562M,2020-01-01,OCCITANIE,TOULOUSE,GERS,AUCH,COLLEGE,PUBLIC,480,0,112.0
0320010M,2020-01-01,OCCITANIE,TOULOUSE,GERS,CONDOM,COLLEGE,PUBLIC,427,0,98.2
0320059R,2020-01-01,OCCITANIE,TOULOUSE,GERS,CONDOM,COLLEGE PRIVE,PRIVE,130,0,96.2
0320052H,2020-01-01,OCCITANIE,TOULOUSE,GERS,EAUZE,COLLEGE PRIVE,PRIVE,117,0,100.6
0320686X,2020-01-01,OCCITANIE,TOULOUSE,GERS,FLEURANCE,COLLEGE PRIVE,PRIVE,98,0,112.0
0320013R,2020-01-01,OCCITANIE,TOULOUSE,GERS,GIMONT,COLLEGE,PUBLIC,350,0,104.9
0320025D,2020-01-01,OCCITANIE,TOULOUSE,GERS,NOGARO,LPO LYCEE DES METIERS,PUBLIC,23,0,99.3
0320029H,2020-01-01,OCCITANIE,TOULOUSE,GERS,RISCLE,COLLEGE,PUBLIC,204,0,108.5
0310084Y,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,AUTERIVE,COLLEGE,PUBLIC,891,0,108.0
0311690U,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,CARAMAN,COLLEGE,PUBLIC,444,0,114.2
0311160T,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,COLOMIERS,COLLEGE PRIVE,PRIVE,467,0,123.0
0311687R,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,COLOMIERS,COLLEGE,PUBLIC,600,0,111.8
0312092F,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,COLOMIERS,COLLEGE,PUBLIC,343,0,130.5
0310017A,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,GOURDAN-POLIGNAN,LPO LYCEE DES METIERS,PUBLIC,27,0,103.9
0312063Z,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,LEGUEVIN,LYCEE PROFESSIONNEL PRIVE,PRIVE,7,0,103.2
0311263E,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,PIBRAC,COLLEGE,PUBLIC,589,0,132.0
0311846N,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,REVEL,COLLEGE,PUBLIC,551,0,100.9
0311131L,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,SAINT-GAUDENS,LYCEE POLYVALENT PRIVE,PRIVE,20,0,100.7
0310046G,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,LPO LYCEE DES METIERS,PUBLIC,23,0,117.3
0310057U,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,LP LYCEE DES METIERS,PUBLIC,23,0,85.5
0311148E,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,TOULOUSE,COLLEGE PRIVE,PRIVE,308,0,109.5
0311335H,2020-01-01,OCCITANIE,TOULOUSE,HAUTE-GARONNE,VERFEIL,COLLEGE,PUBLIC,454,0,127.8
0650089U,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,BAGNERES-DE-BIGORRE,COLLEGE,PUBLIC,598,0,108.5
0650738Z,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,BAGNERES-DE-BIGORRE,COLLEGE PRIVE,PRIVE,88,0,99.8
0650017R,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,LOURES-BAROUSSE,COLLEGE,PUBLIC,217,0,107.1
0650878B,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,MONLEON-MAGNOAC,COLLEGE PRIVE,PRIVE,259,0,100.7
0650740B,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,COLLEGE,PUBLIC,554,0,97.3
0650835E,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,TARBES,COLLEGE,PUBLIC,555,0,115.8
0650035K,2020-01-01,OCCITANIE,TOULOUSE,HAUTES-PYRENEES,VIC-EN-BIGORRE,LYCEE PROFESSIONNEL,PUBLIC,22,0,90.6
0460032K,2020-01-01,OCCITANIE,TOULOUSE,LOT,FIGEAC,LP LYCEE DES METIERS,PUBLIC,15,0,92.0
0460734Y,2020-01-01,OCCITANIE,TOULOUSE,LOT,LALBENQUE,COLLEGE PRIVE,PRIVE,148,0,101.6
0460018V,2020-01-01,OCCITANIE,TOULOUSE,LOT,LATRONQUIERE,COLLEGE,PUBLIC,100,0,101.8
0460021Y,2020-01-01,OCCITANIE,TOULOUSE,LOT,MARTEL,COLLEGE,PUBLIC,174,0,108.9
0460024B,2020-01-01,OCCITANIE,TOULOUSE,LOT,PRAYSSAC,COLLEGE,PUBLIC,160,0,97.7
0810019F,2020-01-01,OCCITANIE,TOULOUSE,TARN,CORDES-SUR-CIEL,COLLEGE,PUBLIC,262,0,111.0
0811065T,2020-01-01,OCCITANIE,TOULOUSE,TARN,GAILLAC,COLLEGE PRIVE,PRIVE,392,0,109.5
0810025M,2020-01-01,OCCITANIE,TOULOUSE,TARN,LABASTIDE-ROUAIROUX,COLLEGE,PUBLIC,153,0,96.4
0810089G,2020-01-01,OCCITANIE,TOULOUSE,TARN,LABRUGUIERE,COLLEGE PRIVE,PRIVE,286,0,96.6
0810027P,2020-01-01,OCCITANIE,TOULOUSE,TARN,LACAUNE,COLLEGE,PUBLIC,250,0,91.7
0811324Z,2020-01-01,OCCITANIE,TOULOUSE,TARN,MAZAMET,LYCEE PROFESSIONNEL,PUBLIC,12,0,81.4
0810092K,2020-01-01,OCCITANIE,TOULOUSE,TARN,RABASTENS,COLLEGE PRIVE,PRIVE,187,0,109.8
0810038B,2020-01-01,OCCITANIE,TOULOUSE,TARN,REALMONT,COLLEGE,PUBLIC,441,0,104.0
0820004J,2020-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,CASTELSARRASIN,LPO LYCEE DES METIERS,PUBLIC,22,0,92.7
0820017Y,2020-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MOISSAC,COLLEGE,PUBLIC,756,1,90.8
0820753Y,2020-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,MOISSAC,COLLEGE PRIVE,PRIVE,288,0,94.8
0820824A,2020-01-01,OCCITANIE,TOULOUSE,TARN-ET-GARONNE,NEGREPELISSE,COLLEGE,PUBLIC,546,0,99.9
9830698S,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,DUMBEA,COLLEGE,PUBLIC,496,0,
9830522A,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,HIENGHENE,COLLEGE,PUBLIC,148,0,
9830357W,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,LIFOU,COLLEGE,PUBLIC,304,0,
9830414H,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,MARE,COLLEGE,PUBLIC,146,0,
9830624L,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,MONT-DORE,COLLEGE,PUBLIC,497,0,
9830260R,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE PRIVE,PRIVE,648,0,
9830304N,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE,PUBLIC,387,0,
9830524C,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE,PUBLIC,433,0,
9830625M,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,NOUMEA,COLLEGE,PUBLIC,432,0,
9830447U,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,OUVEA,COLLEGE PRIVE,PRIVE,70,0,
9830616C,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,PAITA,COLLEGE,PUBLIC,470,0,
9830297F,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,POUEBO,COLLEGE PRIVE,PRIVE,140,0,
9830432C,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,VOH,COLLEGE PRIVE,PRIVE,138,0,
9830477B,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,NOUVELLE CALEDONIE,NOUVELLE CALEDONIE,YATE,COLLEGE,PUBLIC,95,0,
9840289S,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,ARUE,COLLEGE,PUBLIC,634,0,
9840360U,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,HAO,COLLEGE,PUBLIC,206,0,
9840252B,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,MAHINA,COLLEGE,PUBLIC,760,0,
9840401N,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,MAKEMO,COLLEGE,PUBLIC,143,0,
9840375K,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,MAUPITI,GOD,PUBLIC,45,0,
9840208D,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,PIRAE,COLLEGE,PUBLIC,684,0,
9840203Y,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,POLYNESIE FRANCAISE,POLYNESIE FRANCAISE,UA-POU,COLLEGE,PUBLIC,154,0,
9750005G,2020-01-01,OUTRE-MER HORS REGIONS ACADEMIQUES,ST PIERRE ET MIQUELON,ST-PIERRE-ET-MIQUELON,SAINT PIERRE,COLLEGE PRIVE,PRIVE,137,0,
0441928G,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,ANCENIS-SAINT-GEREON,COLLEGE PRIVE,PRIVE,800,0,116.1
0442781J,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,CLISSON,COLLEGE,PUBLIC,617,0,118.1
0442023K,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,CORDEMAIS,COLLEGE,PUBLIC,510,0,115.0
0440538W,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,GUERANDE,COLLEGE,PUBLIC,559,0,110.7
0440153C,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,HAUTE-GOULAINE,COLLEGE PRIVE,PRIVE,359,0,124.7
0440015C,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,HERBIGNAC,COLLEGE,PUBLIC,437,0,99.0
0442011X,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,LA CHAPELLE-SUR-ERDRE,COLLEGE,PUBLIC,511,0,128.4
0442388G,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,LA CHAPELLE-SUR-ERDRE,COLLEGE PRIVE,PRIVE,15,0,137.0
0441612N,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,LEGE,COLLEGE,PUBLIC,301,0,101.5
0442691L,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,LIGNE,COLLEGE,PUBLIC,732,0,115.7
0440203G,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,167,0,84.1
0440210P,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,245,0,99.7
0440211R,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,204,0,92.8
0440286X,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE,PUBLIC,264,0,74.1
0441931K,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,1028,0,145.6
0441932L,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,765,0,140.1
0442119P,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,NANTES,COLLEGE PRIVE,PRIVE,86,0,124.9
0440224E,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,PONTCHATEAU,COLLEGE PRIVE,PRIVE,649,0,105.9
0440541Z,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,PONTCHATEAU,LYCEE PROFESSIONNEL,PUBLIC,24,0,94.1
0440064F,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,REZE,COLLEGE,PUBLIC,588,0,117.0
0440066H,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-BREVIN-LES-PINS,COLLEGE,PUBLIC,600,0,113.0
0440074S,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,LP LYCEE DES METIERS,PUBLIC,47,0,84.8
0440235S,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,COLLEGE PRIVE,PRIVE,543,0,105.4
0440314C,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,COLLEGE,PUBLIC,708,0,99.2
0440350S,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-NAZAIRE,COLLEGE,PUBLIC,527,0,108.0
0442186M,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-PHILBERT-DE-GRAND-LIEU,COLLEGE,PUBLIC,349,0,110.9
0442782K,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-PHILBERT-DE-GRAND-LIEU,COLLEGE,PUBLIC,473,0,111.6
0440537V,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-SEBASTIEN-SUR-LOIRE,LYCEE PROFESSIONNEL,PUBLIC,24,0,94.4
0441653H,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAINT-SEBASTIEN-SUR-LOIRE,LYC POLYVAL PRIVE DES METIERS,PRIVE,64,0,109.4
0440241Y,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,SAVENAY,COLLEGE PRIVE,PRIVE,1117,0,119.2
0442418P,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,TREILLIERES,COLLEGE,PUBLIC,582,0,127.0
0440244B,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,VERTOU,COLLEGE PRIVE,PRIVE,1151,0,135.7
0442595G,2020-01-01,PAYS DE LA LOIRE,NANTES,LOIRE-ATLANTIQUE,VERTOU,COLLEGE,PUBLIC,527,0,119.5
0490783K,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE,PUBLIC,421,1,68.0
0490921K,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE,PUBLIC,608,0,94.7
0491083L,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE PRIVE,PRIVE,710,0,123.2
0491825T,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE,PUBLIC,558,0,116.4
0492004M,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,ANGERS,COLLEGE PRIVE,PRIVE,930,0,125.3
0490010V,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,BAUGE-EN-ANJOU,COLLEGE,PUBLIC,425,0,97.0
0490851J,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,BEAUPREAU-EN-MAUGES,COLLEGE PRIVE,PRIVE,789,0,102.0
0490854M,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,CANDE,COLLEGE PRIVE,PRIVE,393,0,102.0
0491929F,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,CHEMILLE-EN-ANJOU,COLLEGE PRIVE,PRIVE,247,0,108.1
0490829K,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,CHOLET,COLLEGE PRIVE,PRIVE,573,0,121.2
0490886X,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,CHOLET,LYCEE PROF PRIVE DES METIERS,PRIVE,23,0,102.5
0490863X,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,DOUE-EN-ANJOU,COLLEGE PRIVE,PRIVE,427,0,104.2
0490956Y,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,DURTAL,COLLEGE,PUBLIC,295,0,97.2
0490866A,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,LE LION-D'ANGERS,COLLEGE PRIVE,PRIVE,397,0,102.5
0491923Z,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,LES PONTS-DE-CE,COLLEGE PRIVE,PRIVE,426,0,120.8
0491928E,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,MAUGES-SUR-LOIRE,COLLEGE PRIVE,PRIVE,1032,0,112.2
0490032U,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,MONTREUIL-JUIGNE,COLLEGE,PUBLIC,721,0,117.0
0490057W,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,OREE D'ANJOU,COLLEGE,PUBLIC,498,0,112.5
0490925P,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SAINT-BARTHELEMY-D'ANJOU,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,55,0,
0491645X,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SAINT-GEORGES-SUR-LOIRE,COLLEGE,PUBLIC,556,0,117.2
0490910Y,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SAUMUR,LYCEE PROFESSIONNEL PRIVE,PRIVE,40,0,89.8
0490840X,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SEGRE-EN-ANJOU BLEU,LYCEE POLYVALENT PRIVE,PRIVE,22,0,99.0
0490842Z,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SEVREMOINE,COLLEGE PRIVE,PRIVE,458,0,102.2
0491706N,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,SEVREMOINE,COLLEGE,PUBLIC,354,0,102.9
0491646Y,2020-01-01,PAYS DE LA LOIRE,NANTES,MAINE-ET-LOIRE,TRELAZE,LYCEE PROFESSIONNEL,PUBLIC,24,0,78.9
0530030V,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,COSSE-LE-VIVIEN,COLLEGE,PUBLIC,250,0,99.5
0530054W,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,COSSE-LE-VIVIEN,COLLEGE PRIVE,PRIVE,462,0,107.2
0530770Z,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,ERNEE,COLLEGE PRIVE,PRIVE,550,0,97.0
0530059B,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,EVRON,COLLEGE PRIVE,PRIVE,493,0,93.1
0530793Z,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,GORRON,COLLEGE,PUBLIC,134,0,96.1
0530041G,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE,PUBLIC,547,0,95.9
0530061D,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE PRIVE,PRIVE,749,0,108.5
0530068L,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,LYCEE POLYVALENT PRIVE,PRIVE,24,0,104.4
0530082B,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE,PUBLIC,622,0,108.9
0530484N,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE,PUBLIC,441,0,82.2
0530790W,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE,PUBLIC,448,0,104.7
0530875N,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,COLLEGE PRIVE,PRIVE,848,0,122.7
0530904V,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,LAVAL,LYCEE PROFESSIONNEL PRIVE,PRIVE,24,0,93.4
0530078X,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,MAYENNE,COLLEGE,PUBLIC,551,0,101.1
0530079Y,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,MAYENNE,LYCEE PROFESSIONNEL,PUBLIC,23,0,85.0
0530876P,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,MAYENNE,COLLEGE PRIVE,PRIVE,156,0,107.3
0530583W,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,PRE-EN-PAIL-SAINT-SAMSON,COLLEGE,PUBLIC,219,0,97.3
0530584X,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,RENAZE,COLLEGE,PUBLIC,196,0,85.0
0530066J,2020-01-01,PAYS DE LA LOIRE,NANTES,MAYENNE,VILLAINES-LA-JUHEL,COLLEGE PRIVE,PRIVE,206,0,91.8
0721483W,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,CERANS-FOULLETOURTE,COLLEGE,PUBLIC,339,0,108.1
0720906U,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,COULAINES,COLLEGE,PUBLIC,482,0,93.4
0720019E,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,FRESNAY-SUR-SARTHE,COLLEGE,PUBLIC,247,0,95.0
0720806K,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LA FERTE-BERNARD,COLLEGE PRIVE,PRIVE,391,0,111.2
0721364S,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LA FERTE-BERNARD,COLLEGE,PUBLIC,669,0,94.2
0720021G,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LA FLECHE,LYCEE POLYVALENT,PUBLIC,48,0,102.6
0721405L,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LA FLECHE,COLLEGE PRIVE,PRIVE,477,0,103.4
0720905T,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LA SUZE-SUR-SARTHE,COLLEGE,PUBLIC,518,0,105.9
0720812S,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE PRIVE,PRIVE,749,0,129.4
0721090U,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE,PUBLIC,471,0,111.0
0721363R,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE,PUBLIC,583,0,105.2
0721608G,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LE MANS,COLLEGE PRIVE,PRIVE,16,0,73.3
0720808M,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,LOUE,COLLEGE PRIVE,PRIVE,219,0,96.5
0721657K,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,MAMERS,COLLEGE PRIVE,PRIVE,151,0,97.9
0721478R,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,PRUILLE-LE-CHETIF,LYCEE POLYVALENT PRIVE,PRIVE,24,0,101.7
0720053S,2020-01-01,PAYS DE LA LOIRE,NANTES,SARTHE,SAINT-COSME-EN-VAIRAIS,COLLEGE,PUBLIC,186,0,93.2
0850090L,2020-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,AIZENAY,COLLEGE PRIVE,PRIVE,500,0,105.5
0851145H,2020-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,BENET,COLLEGE,PUBLIC,286,0,102.0
0851158X,2020-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,CHALLANS,COLLEGE PRIVE,PRIVE,1335,0,104.5
0850066K,2020-01-01,PAYS DE LA LOIRE,NANTES,VENDEE,FONTENAY-LE-COMTE,COLLEGE,PUBLIC,484,0,96.7
