uai,rentree_scolaire,region_academique,academie,departement,commune,denomination_principale,secteur,nb_eleves,rep,ips
0332346W,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,GIRONDE,SAINT-ANDRE-DE-CUBZAC,LYCEE PROFESSIONNEL,PUBLIC,19,0,88.2
0331664E,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,GIRONDE,SAINT-MEDARD-EN-JALLES,COLLEGE,PUBLIC,661,0,122.2
0330128K,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,GIRONDE,TALENCE,COLLEGE,PUBLIC,523,0,127.2
0331500B,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,GIRONDE,TALENCE,COLLEGE PRIVE,PRIVE,454,0,119.5
0400047J,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,AIRE-SUR-L'ADOUR,LP LYCEE DES METIERS,PUBLIC,19,0,81.5
0400003L,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,AMOU,COLLEGE,PUBLIC,268,0,103.6
0400729A,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,DAX,COLLEGE,PUBLIC,644,0,102.4
0400740M,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,DAX,COLLEGE,PUBLIC,464,0,100.2
0400012W,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,GRENADE-SUR-L'ADOUR,COLLEGE,PUBLIC,344,0,109.8
0400774Z,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,MONT-DE-MARSAN,COLLEGE,PUBLIC,462,0,109.2
0400027M,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,PEYREHORADE,LPO LYCEE DES METIERS,PUBLIC,24,0,109.2
0400028N,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,PEYREHORADE,COLLEGE,PUBLIC,547,0,103.7
0400096M,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,SAINT-PAUL-LES-DAX,COLLEGE,PUBLIC,466,0,88.9
0400038Z,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,SAINT-SEVER,COLLEGE,PUBLIC,466,0,105.7
0400068G,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,SAINT-VINCENT-DE-PAUL,COLLEGE PRIVE,PRIVE,109,0,80.2
0400039A,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LANDES,SAINT-VINCENT-DE-TYROSSE,COLLEGE,PUBLIC,494,0,108.6
0470774L,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LOT-ET-GARONNE,AIGUILLON,COLLEGE,PUBLIC,455,0,84.1
0470732R,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LOT-ET-GARONNE,CASTELMORON-SUR-LOT,COLLEGE,PUBLIC,220,0,97.5
0470020S,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LOT-ET-GARONNE,MARMANDE,LPO LYCEE DES METIERS,PUBLIC,24,0,105.5
0470048X,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LOT-ET-GARONNE,MONSEMPRON-LIBOS,COLLEGE,PUBLIC,315,0,91.0
0470031D,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LOT-ET-GARONNE,PENNE-D'AGENAIS,COLLEGE,PUBLIC,488,0,106.4
0470753N,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,LOT-ET-GARONNE,VILLENEUVE-SUR-LOT,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,38,0,
0640141F,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,BAYONNE,COLLEGE PRIVE,PRIVE,208,0,87.9
0640212H,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,BAYONNE,COLLEGE,PUBLIC,772,0,115.0
0641941M,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,CIBOURE,COLLEGE PRIVE,PRIVE,330,0,118.0
0641393S,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,HASPARREN,COLLEGE,PUBLIC,459,0,105.4
0640031L,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,JURANCON,LYCEE PROFESSIONNEL,PUBLIC,23,0,81.1
0641405E,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,JURANCON,COLLEGE PRIVE,PRIVE,191,0,102.6
0641391P,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,LESCAR,COLLEGE,PUBLIC,872,0,118.7
0640211G,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,OLORON-SAINTE-MARIE,COLLEGE,PUBLIC,488,0,106.3
0641560Y,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,ORTHEZ,COLLEGE,PUBLIC,438,0,100.6
0640607M,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,PAU,COLLEGE,PUBLIC,864,0,107.2
0642011N,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,PAU,COLLEGE PRIVE,PRIVE,33,0,131.6
0640163E,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SAINT-JEAN-DE-LUZ,COLLEGE PRIVE,PRIVE,452,0,107.1
0641559X,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SAINT-JEAN-DE-LUZ,COLLEGE,PUBLIC,435,0,98.2
0640071E,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SALIES-DE-BEARN,COLLEGE,PUBLIC,237,0,97.1
0640171N,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,SAUVETERRE-DE-BEARN,COLLEGE PRIVE,PRIVE,77,0,93.9
0640074H,2020-01-01,NOUVELLE-AQUITAINE,BORDEAUX,PYRENEES-ATLANTIQUES,TARDETS-SORHOLUS,COLLEGE,PUBLIC,73,0,107.5
0190001Y,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,ALLASSAC,COLLEGE,PUBLIC,499,0,105.7
0190059L,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,OGEC EDMOND MICHELET,PRIVE,487,0,124.4
0190671B,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,BRIVE-LA-GAILLARDE,COLLEGE,PUBLIC,424,0,98.8
0190695C,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,LUBERSAC,COLLEGE,PUBLIC,325,0,95.6
0190023X,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,MERLINES,COLLEGE,PUBLIC,76,0,103.8
0190026A,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,MEYSSAC,COLLEGE,PUBLIC,192,0,103.5
0190821P,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,NEUVIC,COLLEGE,PUBLIC,132,0,104.7
0190632J,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,TREIGNAC,COLLEGE,PUBLIC,153,0,98.1
0190614P,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,TULLE,COLLEGE,PUBLIC,554,0,110.9
0190782X,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CORREZE,USSEL,COLLEGE PRIVE,PRIVE,114,0,104.5
0230001B,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,AHUN,COLLEGE,PUBLIC,191,0,99.5
0230006G,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,BONNAT,COLLEGE,PUBLIC,141,0,97.5
0230008J,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,CREUSE,BOURGANEUF,LP LYCEE DES METIERS,PUBLIC,25,0,84.1
0870086W,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,AIXE-SUR-VIENNE,COLLEGE PRIVE,PRIVE,125,0,98.9
0870006J,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,BESSINES-SUR-GARTEMPE,COLLEGE,PUBLIC,220,0,103.9
0870819T,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LE DORAT,COLLEGE,PUBLIC,225,0,93.5
0870729V,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,COLLEGE,PUBLIC,271,0,69.4
0870771R,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,COLLEGE,PUBLIC,760,0,104.4
0870791M,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,COLLEGE,PUBLIC,459,1,81.4
0870919B,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,LYCEE PROFESSIONNEL PRIVE,PRIVE,16,0,102.4
0871030X,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,LIMOGES,LPO LYCEE DES METIERS,PUBLIC,25,0,92.6
0870036S,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,PIERRE-BUFFIERE,COLLEGE,PUBLIC,347,0,119.3
0870039V,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,SAINT-GERMAIN-LES-BELLES,COLLEGE,PUBLIC,250,0,110.7
0870041X,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,SAINT-JUNIEN,LYCEE PROFESSIONNEL,PUBLIC,24,0,87.0
0870820U,2020-01-01,NOUVELLE-AQUITAINE,LIMOGES,HAUTE-VIENNE,SAINT-LEONARD-DE-NOBLAT,COLLEGE,PUBLIC,514,0,104.8
0161106R,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,ANGOULEME,COLLEGE,PUBLIC,291,0,105.2
0160016F,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,CHAMPAGNE-MOUTON,COLLEGE,PUBLIC,145,0,91.2
0160882X,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,CHASSENEUIL-SUR-BONNIEURE,COLLEGE,PUBLIC,330,0,90.1
0160119T,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,COGNAC,LYCEE PROFESSIONNEL,PUBLIC,22,0,84.5
0160075V,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,JARNAC,COLLEGE PRIVE,PRIVE,112,0,96.4
0160867F,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,LA ROCHEFOUCAULD-EN-ANGOUMOIS,COLLEGE,PUBLIC,460,0,104.9
0160029V,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,MANSLE,COLLEGE,PUBLIC,361,0,97.6
0160031X,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,MONTEMBOEUF,COLLEGE,PUBLIC,141,0,98.7
0160100X,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE,SOYAUX,COLLEGE,PUBLIC,337,0,68.7
0170110C,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,AIGREFEUILLE-D'AUNIS,COLLEGE PRIVE,PRIVE,120,0,100.1
0170077S,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,COLLEGE,PUBLIC,498,0,72.0
0170099R,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,COLLEGE PRIVE,PRIVE,979,0,122.6
0170142M,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,COLLEGE,PUBLIC,361,0,98.8
0171117X,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,COLLEGE,PUBLIC,596,1,106.2
0171184V,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,COLLEGE,PUBLIC,858,0,125.3
0171238D,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,LA ROCHELLE,LYCEE PROFESSIONNEL,PUBLIC,23,0,94.2
0170386C,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,MARENNES-HIERS-BROUAGE,COLLEGE,PUBLIC,458,0,98.5
0170390G,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,MONTENDRE,COLLEGE,PUBLIC,429,0,91.6
0170076R,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,MONTLIEU-LA-GARDE,COLLEGE,PUBLIC,267,0,91.3
0171340P,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,PONT-L'ABBE-D'ARNOULT,COLLEGE PRIVE,PRIVE,575,0,115.9
0170113F,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,ROCHEFORT,COLLEGE PRIVE,PRIVE,224,0,115.8
0170063B,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINTES,COLLEGE,PUBLIC,776,0,96.6
0170052P,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINT-JEAN-D'ANGELY,LP LYCEE DES METIERS,PUBLIC,15,0,93.4
0170056U,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,CHARENTE-MARITIME,SAINT-SAVINIEN,COLLEGE,PUBLIC,380,0,101.3
0790060L,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,ARGENTONNAY,COLLEGE PRIVE,PRIVE,197,0,98.2
0790080H,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,BRESSUIRE,LPO PRIVE LYCEE DES METIERS,PRIVE,18,0,103.3
0791029P,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,BRESSUIRE,LYCEE PROFESSIONNEL,PUBLIC,21,0,78.5
0790699F,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,FRONTENAY-ROHAN-ROHAN,COLLEGE,PUBLIC,611,0,119.6
0790021U,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,LA MOTHE-SAINT-HERAY,COLLEGE,PUBLIC,229,0,90.6
0790020T,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,MENIGOUTE,COLLEGE,PUBLIC,200,0,104.6
0790966W,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,MONCOUTANT-SUR-SEVRE,COLLEGE,PUBLIC,318,0,94.9
0790703K,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,NIORT,COLLEGE,PUBLIC,481,0,114.2
0791016A,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,DEUX-SEVRES,NIORT,COLLEGE PRIVE,PRIVE,567,0,125.5
0860753B,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,CHATELLERAULT,COLLEGE PRIVE,PRIVE,521,0,108.8
0860763M,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,DANGE-SAINT-ROMAIN,COLLEGE PRIVE,PRIVE,224,0,95.9
0860016A,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,GENCAY,COLLEGE,PUBLIC,437,0,108.4
0860019D,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,LATILLE,COLLEGE,PUBLIC,445,0,106.2
0860017B,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,L'ISLE-JOURDAIN,COLLEGE,PUBLIC,184,0,97.0
0860793V,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,MIGNALOUX-BEAUVOIR,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,93,0,
0860076R,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,COLLEGE,PUBLIC,761,0,98.4
0861092V,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,POITIERS,COLLEGE,PUBLIC,412,0,115.8
0860014Y,2020-01-01,NOUVELLE-AQUITAINE,POITIERS,VIENNE,VALENCE-EN-POITOU,COLLEGE,PUBLIC,256,0,107.3
0110037F,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,CARCASSONNE,COLLEGE,PUBLIC,426,0,88.1
0110045P,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,CARCASSONNE,LYCEE POLYVALENT PRIVE,PRIVE,12,0,104.0
0110896P,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,CASTELNAUDARY,COLLEGE PRIVE,PRIVE,113,0,115.5
0110870L,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,CHALABRE,COLLEGE,PUBLIC,65,0,95.0
0110067N,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,COURSAN,COLLEGE,PUBLIC,676,0,102.8
0110686L,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,LEZIGNAN-CORBIERES,COLLEGE,PUBLIC,792,0,90.6
0111034P,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,LEZIGNAN-CORBIERES,COLLEGE PRIVE,PRIVE,216,0,89.4
0110019L,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,LIMOUX,LYCEE POLYVALENT,PUBLIC,10,0,104.5
0110859Z,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,LIMOUX,COLLEGE,PUBLIC,910,0,99.7
0110049U,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,NARBONNE,COLLEGE PRIVE,PRIVE,859,0,102.0
0110068P,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,NARBONNE,COLLEGE,PUBLIC,521,1,85.9
0110675Z,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,QUILLAN,COLLEGE,PUBLIC,219,0,85.7
0110667R,2020-01-01,OCCITANIE,MONTPELLIER,AUDE,RIEUX-MINERVOIS,COLLEGE,PUBLIC,389,0,96.4
0300125Y,2020-01-01,OCCITANIE,MONTPELLIER,GARD,ALES,LYCEE POLYVALENT PRIVE,PRIVE,65,0,103.2
0300949U,2020-01-01,OCCITANIE,MONTPELLIER,GARD,ALES,COLLEGE,PUBLIC,656,0,104.7
0301013N,2020-01-01,OCCITANIE,MONTPELLIER,GARD,ALES,COLLEGE,PUBLIC,453,0,74.5
0301014P,2020-01-01,OCCITANIE,MONTPELLIER,GARD,ALES,COLLEGE,PUBLIC,593,1,84.9
0300006U,2020-01-01,OCCITANIE,MONTPELLIER,GARD,ANDUZE,COLLEGE,PUBLIC,504,0,105.3
0301325C,2020-01-01,OCCITANIE,MONTPELLIER,GARD,ARAMON,COLLEGE,PUBLIC,516,0,102.6
0300088H,2020-01-01,OCCITANIE,MONTPELLIER,GARD,BAGNOLS-SUR-CEZE,COLLEGE PRIVE,PRIVE,474,0,113.5
0300106C,2020-01-01,OCCITANIE,MONTPELLIER,GARD,BAGNOLS-SUR-CEZE,LYCEE PROF PRIVE DES METIERS,PRIVE,49,0,91.6
0301827Y,2020-01-01,OCCITANIE,MONTPELLIER,GARD,BELLEGARDE,COLLEGE,PUBLIC,427,0,103.9
0300016E,2020-01-01,OCCITANIE,MONTPELLIER,GARD,GENOLHAC,COLLEGE,PUBLIC,84,0,103.2
0301751R,2020-01-01,OCCITANIE,MONTPELLIER,GARD,LE GRAU-DU-ROI,COLLEGE PRIVE,PRIVE,442,0,115.2
0301098F,2020-01-01,OCCITANIE,MONTPELLIER,GARD,NIMES,COLLEGE,PUBLIC,589,1,78.9
0301357M,2020-01-01,OCCITANIE,MONTPELLIER,GARD,NIMES,COLLEGE PRIVE,PRIVE,479,0,110.0
0300037C,2020-01-01,OCCITANIE,MONTPELLIER,GARD,SAINT-GILLES,COLLEGE,PUBLIC,798,1,85.3
0300047N,2020-01-01,OCCITANIE,MONTPELLIER,GARD,UZES,LPO LYCEE DES METIERS,PUBLIC,24,0,112.1
0342080B,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,AGDE,COLLEGE PRIVE,PRIVE,376,0,106.6
0341577E,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,BAILLARGUES,COLLEGE,PUBLIC,544,0,108.2
0340119V,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,BEDARIEUX,COLLEGE,PUBLIC,767,0,93.8
0341066Z,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,BEZIERS,COLLEGE,PUBLIC,789,1,81.7
0342132H,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,BEZIERS,COLLEGE,PUBLIC,635,0,73.8
0341367B,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,CAPESTANG,COLLEGE,PUBLIC,623,0,103.8
0342036D,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,JACOU,COLLEGE,PUBLIC,809,0,127.5
0340028W,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,LODEVE,LYCEE POLYVALENT,PUBLIC,24,0,106.4
0342297M,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTFERRIER-SUR-LEZ,COLLEGE PRIVE,PRIVE,245,0,127.9
0340109J,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,COLLEGE,PUBLIC,598,0,79.4
0340833W,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,ETAB.REGIONAL ENSEIGNT ADAPTE,PUBLIC,47,0,
0340899T,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,COLLEGE PRIVE,PRIVE,499,0,139.3
0340996Y,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,COLLEGE,PUBLIC,778,0,69.4
0341277D,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,COLLEGE,PUBLIC,619,0,84.5
0341278E,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,COLLEGE,PUBLIC,805,0,68.3
0342131G,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MONTPELLIER,COLLEGE,PUBLIC,612,0,93.2
0340054Z,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,MURVIEL-LES-BEZIERS,COLLEGE,PUBLIC,528,0,105.6
0340057C,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,OLONZAC,COLLEGE,PUBLIC,284,0,101.2
0341537L,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,PEROLS,COLLEGE,PUBLIC,493,0,116.3
0340837A,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,PEZENAS,COLLEGE,PUBLIC,670,0,100.9
0340110K,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,SAINT-CLEMENT-DE-RIVIERE,COLLEGE,PUBLIC,841,0,131.8
0341388Z,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,SERIGNAN,COLLEGE,PUBLIC,864,0,101.1
0340115R,2020-01-01,OCCITANIE,MONTPELLIER,HERAULT,SETE,COLLEGE,PUBLIC,479,0,101.5
0480006W,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,LA CANOURGUE,COLLEGE,PUBLIC,220,0,118.2
0480024R,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,MARVEJOLS,COLLEGE PRIVE,PRIVE,316,0,105.5
0480019K,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,MENDE,LP LYCEE DES METIERS,PUBLIC,24,0,93.1
0480607Z,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,MENDE,COLLEGE,PUBLIC,767,0,113.3
0480011B,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,MEYRUEIS,COLLEGE,PUBLIC,83,0,108.5
0480034B,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,MEYRUEIS,COLLEGE PRIVE,PRIVE,68,0,99.8
0480001R,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,MONT LOZERE ET GOULET,COLLEGE,PUBLIC,77,0,109.8
0480015F,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,SAINT-ETIENNE-VALLEE-FRANCAISE,COLLEGE,PUBLIC,69,0,110.1
0480017H,2020-01-01,OCCITANIE,MONTPELLIER,LOZERE,VILLEFORT,COLLEGE,PUBLIC,83,0,102.8
0660521H,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,CABESTANY,COLLEGE,PUBLIC,806,0,106.6
0660065M,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,ESPIRA-DE-L'AGLY,COLLEGE PRIVE,PRIVE,411,0,101.2
0660872P,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,LE SOLER,COLLEGE PRIVE,PRIVE,192,0,86.2
0660051X,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,COLLEGE,PUBLIC,346,1,66.6
0660062J,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,COLLEGE PRIVE,PRIVE,489,0,127.8
0660522J,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PERPIGNAN,COLLEGE,PUBLIC,658,0,60.3
0660021P,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PRADES,LYCEE POLYVALENT,PUBLIC,23,0,100.2
0660068R,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,PRADES,COLLEGE PRIVE,PRIVE,139,0,93.9
0660865G,2020-01-01,OCCITANIE,MONTPELLIER,PYRENEES-ORIENTALES,SAINT-ANDRE,COLLEGE,PUBLIC,612,0,109.0
0090003E,2020-01-01,OCCITANIE,TOULOUSE,ARIEGE,FERRIERES-SUR-ARIEGE,LYCEE PROFESSIONNEL,PUBLIC,22,0,82.5
0090478W,2020-01-01,OCCITANIE,TOULOUSE,ARIEGE,FOIX,COLLEGE,PUBLIC,866,0,112.3
0090056M,2020-01-01,OCCITANIE,TOULOUSE,ARIEGE,PAMIERS,COLLEGE,PUBLIC,584,0,96.1
0090574A,2020-01-01,OCCITANIE,TOULOUSE,ARIEGE,SAINT-GIRONS,COLLEGE,PUBLIC,704,0,101.6
0090023B,2020-01-01,OCCITANIE,TOULOUSE,ARIEGE,SAVERDUN,COLLEGE,PUBLIC,325,0,103.4
0090546V,2020-01-01,OCCITANIE,TOULOUSE,ARIEGE,TARASCON-SUR-ARIEGE,COLLEGE,PUBLIC,469,0,104.8
0120032V,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,BARAQUEVILLE,COLLEGE,PUBLIC,501,0,116.2
0120081Y,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,BELMONT-SUR-RANCE,COLLEGE PRIVE,PRIVE,174,0,107.1
0120082Z,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,CAPDENAC-GARE,COLLEGE PRIVE,PRIVE,155,0,102.8
0120622L,2020-01-01,OCCITANIE,TOULOUSE,AVEYRON,DECAZEVILLE,COLLEGE,PUBLIC,415,1,92.2
